ride_id,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
20130708_212400,17.0,2013-07-08T21:24:00Z,-74.00972800000002,40.705167,-73.970897,40.749307,1
20140321_110029,8.0,2014-03-21T11:00:29Z,-73.950688,40.828531,-73.964101,40.80814,1
20141002_133956,12.0,2014-10-02T13:39:56Z,-73.995387,40.749482,-73.975789,40.748741,1
20110831_082147,12.5,2011-08-31T08:21:47Z,-73.917399,40.746485,-73.97375600000002,40.763836,1
20140519_062600,7.5,2014-05-19T06:26:00Z,-73.990815,40.730495,-73.978337,40.751085,1
20120405_055000,6.9,2012-04-05T05:50:00Z,-74.00744300000002,40.732547,-73.991112,40.742312,5
20150304_145540,5.0,2015-03-04T14:55:40Z,-73.9887466430664,40.74495315551758,-73.99568176269531,40.74422073364258,2
20100427_214007,10.5,2010-04-27T21:40:07Z,-74.00113499999998,40.730979,-73.984424,40.76463,1
20110222_110916,7.7,2011-02-22T11:09:16Z,-73.96888100000002,40.764533,-73.985311,40.748956,1
20150403_162130,11.0,2015-04-03T16:21:30Z,-73.9810562133789,40.77426528930664,-73.95904541015625,40.78067398071289,2
20090109_150120,5.7,2009-01-09T15:01:20Z,-73.99282600000002,40.751271,-73.982786,40.742432,1
20130109_144200,9.0,2013-01-09T14:42:00Z,-73.946852,40.775802,-73.96434,40.760703,1
20130706_171800,13.5,2013-07-06T17:18:00Z,-73.950655,40.783282,-73.984365,40.769802,1
20131008_172900,7.5,2013-10-08T17:29:00Z,-73.976512,40.76527700000001,-73.977672,40.778052,1
20141207_122600,9.0,2014-12-07T12:26:00Z,-73.984977,40.752122,-74.000925,40.757982,1
20150517_080259,14.0,2015-05-17T08:02:59Z,-73.97920989990234,40.72368240356445,-74.01746368408203,40.71139526367188,1
20110609_005300,5.7,2011-06-09T00:53:00Z,-73.983052,40.722588,-73.988022,40.733738,3
20141112_124029,10.0,2014-11-12T12:40:29Z,-74.002581,40.739572,-73.99458,40.760682,1
20100604_144900,5.7,2010-06-04T14:49:00Z,-73.993452,40.761447,-73.979662,40.759618,5
20101108_204200,9.7,2010-11-08T20:42:00Z,-73.97070500000002,40.761643,-73.99283299999998,40.727647,2
20110309_072434,14.1,2011-03-09T07:24:34Z,-73.974492,40.751369,-74.01058499999998,40.703364,1
20110804_103800,7.7,2011-08-04T10:38:00Z,-73.991607,40.76318,-73.982718,40.76239,2
20090325_000852,52.0,2009-03-25T00:08:52Z,-74.035839,40.74732,-74.035839,40.74732,1
20100322_100100,11.3,2010-03-22T10:01:00Z,-74.00766999999998,40.732177,-73.974663,40.758932,1
20120325_092245,8.5,2012-03-25T09:22:45Z,-73.986681,40.725659,-73.977068,40.754504,1
20120605_091600,12.9,2012-06-05T09:16:00Z,-73.965315,40.790852,-73.978195,40.766375,6
20121106_113314,9.5,2012-11-06T11:33:14Z,-73.972195,40.765883,-73.96794200000002,40.761951,1
20140522_183000,9.0,2014-05-22T18:30:00Z,-73.982272,40.748357,-73.969325,40.763877,1
20141017_082800,10.0,2014-10-17T08:28:00Z,-73.99179699999998,40.735262,-73.975915,40.748697,6
20121206_180500,35.0,2012-12-06T18:05:00Z,-73.95331,40.787772,-73.944352,40.719772,2
20121206_180500,9.0,2012-12-06T18:05:00Z,-73.96083,40.77308,-73.978372,40.774907,1
20140720_124835,17.0,2014-07-20T12:48:35Z,-73.97339000000002,40.743883,-73.954021,40.766063,1
20090125_184100,6.1,2009-01-25T18:41:00Z,-74.00012199999998,40.74308,-74.00615,40.734233,5
20100327_022639,14.5,2010-03-27T02:26:39Z,-73.961598,40.716487,-73.960417,40.674963,2
20110105_173900,3.7,2011-01-05T17:39:00Z,-73.966957,40.761268,-73.967912,40.765535,1
20120511_150353,32.5,2012-05-11T15:03:53Z,-73.872862,40.774105,-73.97059300000002,40.764393,2
20100103_102012,5.3,2010-01-03T10:20:12Z,-73.995083,40.739527,-73.999599,40.726264,3
20121108_210000,11.5,2012-11-08T21:00:00Z,-73.972018,40.750142,-74.006008,40.73622,5
20131123_233403,4.0,2013-11-23T23:34:03Z,-73.993701,40.741569,-73.987999,40.748834,1
20100617_161258,10.5,2010-06-17T16:12:58Z,-73.966473,40.7575,-73.993336,40.745051,1
20120819_195634,17.7,2012-08-19T19:56:34Z,-73.87082,40.773748,-73.808317,40.7003,1
20130117_172200,8.0,2013-01-17T17:22:00Z,0.0,0.0,0.0,0.0,2
20130510_163908,5.0,2013-05-10T16:39:08Z,-73.971696,40.763378,-73.962035,40.776598,1
20130917_042200,19.0,2013-09-17T04:22:00Z,-73.98721,40.729325,-73.931985,40.697207,1
20140106_212100,8.0,2014-01-06T21:21:00Z,-73.98849200000002,40.71797700000001,-73.97818000000002,40.737407,1
20100930_083800,7.3,2010-09-30T08:38:00Z,-73.986588,40.72165,-74.00800500000003,40.717167,2
20121006_154700,6.5,2012-10-06T15:47:00Z,-73.98213,40.774807,-73.97358299999998,40.789645,5
20130211_001300,8.0,2013-02-11T00:13:00Z,-74.002843,40.733692,-73.987882,40.72859,1
20140912_231000,16.5,2014-09-12T23:10:00Z,-73.983837,40.676052,-74.002522,40.723145,1
20090922_211400,49.57,2009-09-22T21:14:00Z,-73.977023,40.7526,-73.79030999999998,40.643783,2
20120203_134635,10.5,2012-02-03T13:46:35Z,-73.988006,40.737723,-73.965699,40.766095,1
20120212_012600,22.5,2012-02-12T01:26:00Z,-73.9882,40.75909,-73.923683,40.86861,5
20121221_064700,11.5,2012-12-21T06:47:00Z,-73.94747199999998,40.771227,-73.981832,40.760272,1
20141101_165109,12.5,2014-11-01T16:51:09Z,-73.984723,40.748023,-73.977245,40.757891,2
20130126_183600,5.5,2013-01-26T18:36:00Z,-73.950305,40.785607,-73.943587,40.789532,1
20130520_110350,6.5,2013-05-20T11:03:50Z,-73.980735,40.747911,-73.97053000000002,40.761998,1
20150531_073318,16.5,2015-05-31T07:33:18Z,-73.99698638916014,40.75542831420898,-73.95319366455078,40.802101135253906,3
20150215_224132,9.0,2015-02-15T22:41:32Z,-74.00344848632812,40.73310089111328,-74.00800323486328,40.70721435546875,1
20090625_102900,8.9,2009-06-25T10:29:00Z,-73.9578,40.768003,-73.981712,40.763392,1
20090723_170510,10.9,2009-07-23T17:05:10Z,-73.983735,40.746697,-73.954411,40.772219,1
20110319_150027,8.9,2011-03-19T15:00:27Z,-73.98103,40.729782,-73.993011,40.752803,1
20110506_113714,8.5,2011-05-06T11:37:14Z,-73.963115,40.774034,-73.975251,40.760823,1
20130208_095004,17.0,2013-02-08T09:50:04Z,-73.962458,40.759027,-73.986199,40.753397,1
20100824_013926,12.5,2010-08-24T01:39:26Z,-74.003848,40.720855,-73.98098,40.668304,1
20140513_221900,52.5,2014-05-13T22:19:00Z,-73.982265,40.762062,-73.76855,40.675135,1
20141025_212400,16.0,2014-10-25T21:24:00Z,-74.005677,40.745547,-73.962663,40.794295,1
20150419_222112,8.0,2015-04-19T22:21:12Z,-73.98548889160156,40.74728012084961,-74.00767517089844,40.74076843261719,1
20100517_074400,17.3,2010-05-17T07:44:00Z,-73.950972,40.785633,-74.01024,40.720302,1
20111026_033700,5.7,2011-10-26T03:37:00Z,-74.00844000000002,40.711253,-74.001313,40.731078,1
20150418_093031,5.5,2015-04-18T09:30:31Z,-73.98091125488281,40.7420654296875,-73.97698974609375,40.75165557861328,1
20090227_133121,16.5,2009-02-27T13:31:21Z,-73.974938,40.762091,-74.003309,40.706195,2
20090716_203300,12.9,2009-07-16T20:33:00Z,-73.980755,40.68055800000001,-73.98911,40.726788,2
20110516_131038,10.1,2011-05-16T13:10:38Z,-73.99124499999998,40.739058,-73.992972,40.76768,1
20130809_211900,9.5,2013-08-09T21:19:00Z,-73.992583,40.730417,-74.005352,40.740247,1
20100314_154000,4.5,2010-03-14T15:40:00Z,-73.979872,40.74902700000001,-73.97655300000002,40.757498,5
20110427_131948,6.5,2011-04-27T13:19:48Z,-73.971541,40.764009,-73.975937,40.755971,1
20150130_001606,21.5,2015-01-30T00:16:06Z,-74.0010986328125,40.72149658203125,-73.95943450927734,40.6530647277832,1
20141104_121119,8.0,2014-11-04T12:11:19Z,-73.975189,40.759095,-73.98051,40.76761,1
20091227_210739,4.9,2009-12-27T21:07:39Z,-74.00301800000003,40.73978,-73.99153299999998,40.733091,1
20100704_130747,5.7,2010-07-04T13:07:47Z,-73.991037,40.750049,-73.980438,40.75193,2
20110612_133300,15.3,2011-06-12T13:33:00Z,-73.949477,40.768018,-74.003118,40.733022,5
20120828_122940,14.9,2012-08-28T12:29:40Z,-73.992214,40.758864,-73.9938,40.722718,1
20121111_182300,7.0,2012-11-11T18:23:00Z,-73.999998,40.727087,-73.992448,40.735602,1
20130324_180542,35.5,2013-03-24T18:05:42Z,-73.86389100000002,40.770005,-74.007246,40.705533,1
20140813_082600,8.5,2014-08-13T08:26:00Z,-73.954598,40.78676,-73.966013,40.768112,1
20090116_211000,4.5,2009-01-16T21:10:00Z,-73.99414300000002,40.751193,-73.988897,40.759742,1
20110121_184346,4.1,2011-01-21T18:43:46Z,-73.982279,40.768364,-73.985968,40.762939,1
20110226_202736,11.7,2011-02-26T20:27:36Z,-73.98149599999998,40.781004,-73.99592,40.738813,1
20130622_023501,23.0,2013-06-22T02:35:01Z,-73.99772800000002,40.746099,-73.94765600000002,40.829451,1
20090606_235600,5.7,2009-06-06T23:56:00Z,-73.982357,40.762498,-73.97321,40.755345,2
20090124_095100,5.3,2009-01-24T09:51:00Z,-73.96706999999998,40.769178,-73.954895,40.77821,1
20150227_075056,10.5,2015-02-27T07:50:56Z,-73.94402313232422,40.77595901489258,-73.95504760742188,40.78507995605469,1
20090325_144849,4.9,2009-03-25T14:48:49Z,-73.982095,40.774001,-73.975373,40.787111,1
20100910_184500,6.5,2010-09-10T18:45:00Z,-73.98353,40.766992,-73.986255,40.779708,4
20110831_134702,11.3,2011-08-31T13:47:02Z,-73.981154,40.729204,-74.007407,40.74851,2
20130412_043951,11.5,2013-04-12T04:39:51Z,-73.963511,40.761732,-73.917488,40.739776,1
20090529_094611,5.3,2009-05-29T09:46:11Z,-73.98341500000002,40.761844,-73.990414,40.756375,2
20100715_190901,5.7,2010-07-15T19:09:01Z,-74.006055,40.733166,-74.002895,40.74553,1
20090907_185200,8.1,2009-09-07T18:52:00Z,-73.952198,40.788107,-73.980767,40.774995,1
20100609_062032,6.1,2010-06-09T06:20:32Z,-74.008083,40.719238,-73.99831999999998,40.737977,1
20120415_170244,9.3,2012-04-15T17:02:44Z,-73.995636,40.746573,-73.984437,40.767145,1
20130206_145200,4.5,2013-02-06T14:52:00Z,-73.972072,40.755692,-73.972082,40.755727,2
20111213_055600,5.7,2011-12-13T05:56:00Z,-73.99049000000002,40.755982,-73.974202,40.75421,4
20140727_082200,16.5,2014-07-27T08:22:00Z,-73.95485,40.76542,-74.00751,40.73877,2
20130606_152356,17.0,2013-06-06T15:23:56Z,-73.954462,40.764046,-73.99459300000002,40.729272,2
20140712_152200,24.5,2014-07-12T15:22:00Z,-74.01278,40.707952,-73.99793199999998,40.760632,6
20100525_201400,6.1,2010-05-25T20:14:00Z,-74.005278,40.735298,-73.986698,40.729892,1
20120908_004920,6.0,2012-09-08T00:49:20Z,-74.004935,40.729625,-74.01615600000002,40.71741,1
20140108_215558,6.5,2014-01-08T21:55:58Z,-73.998488,40.726303,-73.998488,40.726303,1
20100905_170800,3.7,2010-09-05T17:08:00Z,0.0,0.0,0.0,0.0,5
20120830_185700,4.5,2012-08-30T18:57:00Z,-73.9265,40.765577,-73.93789699999998,40.76451,3
20130502_074100,27.0,2013-05-02T07:41:00Z,-73.987285,40.718622,-73.959295,40.778482,1
20140205_002800,16.0,2014-02-05T00:28:00Z,-73.996652,40.744495,-73.980253,40.737635,1
20100112_171100,16.1,2010-01-12T17:11:00Z,-73.959222,40.763282,-73.9633,40.716935,1
20101107_171423,15.7,2010-11-07T17:14:23Z,-73.97489499999998,40.751455,-73.98175400000002,40.783542,2
20120422_003500,26.9,2012-04-22T00:35:00Z,-73.863072,40.768622,-73.98214499999997,40.736167,6
20130105_213600,5.5,2013-01-05T21:36:00Z,-73.989692,40.735497,-73.982012,40.739392,1
20131005_091221,6.0,2013-10-05T09:12:21Z,-74.00031,40.747961,-73.993636,40.757229,1
20091116_235300,7.7,2009-11-16T23:53:00Z,-74.00145,40.717487,-74.017455,40.709785,1
20110405_112900,12.9,2011-04-05T11:29:00Z,-73.985185,40.72777,-73.98060500000003,40.759143,1
20120425_203900,11.3,2012-04-25T20:39:00Z,-73.993973,40.746577,-74.00506,40.70936500000001,1
20110110_160700,42.5,2011-01-10T16:07:00Z,-73.795677,40.807722,-73.97868299999998,40.724365,2
20110114_181000,5.7,2011-01-14T18:10:00Z,-73.98637,40.74738,-73.975567,40.744572,2
20120402_080216,5.3,2012-04-02T08:02:16Z,-73.948001,40.77854,-73.958566,40.778483,2
20100210_085754,10.5,2010-02-10T08:57:54Z,-73.95410799999998,40.766901,-73.984133,40.743475,1
20110531_222101,7.3,2011-05-31T22:21:01Z,-73.99400899999998,40.76144,-73.972811,40.792574,1
20110926_093242,4.5,2011-09-26T09:32:42Z,-73.99533100000002,40.739986,-73.987655,40.736707,1
20121023_080925,12.5,2012-10-23T08:09:25Z,-73.982332,40.768633,-73.983343,40.744372,1
20130907_222900,16.5,2013-09-07T22:29:00Z,-73.9952,40.731697,-73.94977,40.780347,1
20120731_192000,4.9,2012-07-31T19:20:00Z,-74.002707,40.72664,-73.991825,40.72722,2
20110826_080000,4.1,2011-08-26T08:00:00Z,-73.990953,40.733067,-73.996235,40.72557000000001,1
20130317_125658,15.5,2013-03-17T12:56:58Z,-73.985132,40.76853,-74.002285,40.73000800000001,1
20150525_151109,11.0,2015-05-25T15:11:09Z,-73.97221374511719,40.76557159423828,-73.97958374023438,40.73646926879883,1
20090408_191110,4.9,2009-04-08T19:11:10Z,-73.998287,40.72749,-73.98985400000002,40.735239,2
20090606_015752,11.3,2009-06-06T01:57:52Z,-73.98019599999998,40.726966,-73.956413,40.77547,1
20110227_144500,7.3,2011-02-27T14:45:00Z,-73.983758,40.74643,-73.963557,40.774088,1
20120113_112800,14.9,2012-01-13T11:28:00Z,-73.955268,40.782767,-73.93238199999998,40.794812,6
20120316_075800,30.9,2012-03-16T07:58:00Z,-73.981942,40.763977,-73.870455,40.773607,5
20120618_205727,6.1,2012-06-18T20:57:27Z,-73.98971999999998,40.75238,-74.007553,40.743197,1
20100223_094900,3.3,2010-02-23T09:49:00Z,-73.995802,40.749905,-73.99454300000002,40.750907,1
20120106_070508,4.1,2012-01-06T07:05:08Z,-73.991863,40.754275,-73.983796,40.753213,1
20140721_140300,12.0,2014-07-21T14:03:00Z,-73.973857,40.764185,-73.994435,40.750242,3
20140805_114433,9.0,2014-08-05T11:44:33Z,-73.991485,40.754599,-74.00497,40.751693,1
20120329_035100,2.5,2012-03-29T03:51:00Z,-73.989142,40.720105,-73.988777,40.720662,1
20120630_134300,8.9,2012-06-30T13:43:00Z,-73.98948,40.743287,-73.965692,40.754512,1
20140131_044953,10.5,2014-01-31T04:49:53Z,-73.97899100000002,40.72375,-73.96304599999998,40.711855,1
20101116_194000,5.7,2010-11-16T19:40:00Z,-74.000552,40.727492,-74.005037,40.719123,1
20121215_191153,7.0,2012-12-15T19:11:53Z,-74.002462,40.718762,-74.007071,40.705536,2
20140720_235154,12.0,2014-07-20T23:51:54Z,-73.98499699999998,40.768466,-73.944564,40.800466,1
20100524_142400,49.57,2010-05-24T14:24:00Z,-73.982483,40.75674,-73.789985,40.64691,1
20110724_011435,8.5,2011-07-24T01:14:35Z,0.0,0.0,0.0,0.0,2
20120818_183300,4.5,2012-08-18T18:33:00Z,-73.947035,40.776027,-73.95549799999998,40.764307,1
20090808_213200,7.3,2009-08-08T21:32:00Z,-73.977897,40.762802,-73.99153000000003,40.750252,5
20100108_002800,5.3,2010-01-08T00:28:00Z,-73.986402,40.754723,-73.998898,40.739248,1
20100919_192800,6.9,2010-09-19T19:28:00Z,-73.967425,40.755712,-73.983035,40.734913,5
20120516_181400,9.3,2012-05-16T18:14:00Z,-73.971088,40.792648,-73.968405,40.769673,1
20090213_165452,6.7,2009-02-13T16:54:52Z,-73.95966899999998,40.779718,-73.976259,40.788413,1
20090620_192837,7.3,2009-06-20T19:28:37Z,-73.979345,40.77663,-73.973842,40.757074,1
20130903_080800,9.0,2013-09-03T08:08:00Z,-73.98088,40.779967,-73.95374699999998,40.78777,1
20130120_143327,13.0,2013-01-20T14:33:27Z,-74.008125,40.738935,-73.980522,40.759953,2
20130731_065113,19.0,2013-07-31T06:51:13Z,-73.988834,40.76428,-73.941405,40.838664,1
20130909_221259,5.5,2013-09-09T22:12:59Z,-73.976474,40.765048,-73.964665,40.762986,1
20090123_072800,8.1,2009-01-23T07:28:00Z,-73.99606800000002,40.732605,-73.980675,40.761862,1
20110218_131949,9.3,2011-02-18T13:19:49Z,-73.97321099999998,40.760752,-73.974265,40.788281,1
20130511_195100,18.0,2013-05-11T19:51:00Z,-73.997845,40.721235,-73.98825699999998,40.764125,1
20140913_121700,12.0,2014-09-13T12:17:00Z,-73.984227,40.766897,-73.96239,40.776037,1
20090421_225927,7.3,2009-04-21T22:59:27Z,-73.96853399999998,40.752603,-73.992625,40.742916,1
20090926_151720,4.9,2009-09-26T15:17:20Z,-73.95554,40.781958,-73.96219599999998,40.772095,2
20100528_213307,16.1,2010-05-28T21:33:07Z,-73.789506,40.64704,-73.81562199999998,40.680364,1
20110502_082011,12.9,2011-05-02T08:20:11Z,-73.978602,40.76412,-74.00885799999998,40.715637,2
20150214_190023,4.0,2015-02-14T19:00:23Z,-73.96197509765625,40.7761116027832,-73.95484924316406,40.77407455444336,1
20110502_124459,15.3,2011-05-02T12:44:59Z,-74.006636,40.751407,-73.95497900000002,40.765281,1
20120624_173300,11.7,2012-06-24T17:33:00Z,-73.954497,40.769857,-73.98431500000002,40.746007,1
20100522_232957,25.3,2010-05-22T23:29:57Z,-74.001343,40.74132,-73.928619,40.864267,1
20100630_022205,8.9,2010-06-30T02:22:05Z,-73.993112,40.719911,-73.95672900000002,40.720723,1
20130426_020600,6.0,2013-04-26T02:06:00Z,-73.978778,40.75350200000001,-73.973247,40.748147,1
20130502_035712,6.0,2013-05-02T03:57:12Z,-73.99578000000002,40.716218,-74.009132,40.72078,1
20110123_114428,6.5,2011-01-23T11:44:28Z,-74.003665,40.736906,-73.997843,40.724187,1
20121014_210627,7.5,2012-10-14T21:06:27Z,-73.97733000000002,40.74948,-73.987669,40.732709,1
20150430_140757,16.5,2015-04-30T14:07:57Z,-74.00399017333984,40.74797821044922,-73.98319244384766,40.75632858276367,1
20100712_094433,4.9,2010-07-12T09:44:33Z,-73.983249,40.734655,-73.99127800000002,40.738918,1
20120108_190315,9.7,2012-01-08T19:03:15Z,-73.962981,40.766443,-73.98893000000002,40.731434,1
20120424_130036,7.7,2012-04-24T13:00:36Z,-73.97935,40.784608,-73.963933,40.808145,1
20140509_094216,19.0,2014-05-09T09:42:16Z,-73.968675,40.799103,-73.935898,40.849863,2
